index,num,title,text,catalogue_id,key,needs_revision
1129,1196,"Orologio di argento con soneria a ripetizione e doppia cassa, con ornati incisi e traforati, diam. m. 0.10 (Epoca Luigi XIV).","1196. Orologio di argento con soneria a ripetizione e doppia cassa, con ornati incisi e traforati, diam. m. 0.10 (Epoca Luigi XIV).",BO0624_4466,"BO0624_4466||1196||1196. Orologio di argento con soneria a ripetizione e doppia cassa, con ornati incisi e traforati, diam. m. 0.10 (Epoca Luigi XIV).",False
1130,1197,Paio di orecchini in stras montati in argento.,1197. Paio di orecchini in stras montati in argento.,BO0624_4466,BO0624_4466||1197||1197. Paio di orecchini in stras montati in argento.,False
1131,1198,Due piccole fibbie di stras montati in argento.,1198. Due piccole fibbie di stras montati in argento.,BO0624_4466,BO0624_4466||1198||1198. Due piccole fibbie di stras montati in argento.,False
1132,1199,Piccole fibbie ovali con stras montati in argento.,1199. Piccole fibbie ovali con stras montati in argento.,BO0624_4466,BO0624_4466||1199||1199. Piccole fibbie ovali con stras montati in argento.,False
1133,1200,Numero sei smaltini su rame Figurine diverse.,1200. Numero sei smaltini su rame Figurine diverse.,BO0624_4466,BO0624_4466||1200||1200. Numero sei smaltini su rame Figurine diverse.,False
1134,1201,Smaltino su rame - Ritratto di donna.,1201. Smaltino su rame - Ritratto di donna.,BO0624_4466,BO0624_4466||1201||1201. Smaltino su rame - Ritratto di donna.,False
1135,1202,Spillo con fregi in stras montati in argento dorato.,1202. Spillo con fregi in stras montati in argento dorato.,BO0624_4466,BO0624_4466||1202||1202. Spillo con fregi in stras montati in argento dorato.,False
1136,1203,Due pala orecchini in corallo e oro.,1203. Due pala orecchini in corallo e oro.,BO0624_4466,BO0624_4466||1203||1203. Due pala orecchini in corallo e oro.,False
1137,1204,unque pezzeru al ambra montati in oro.,1204. unque pezzeru al ambra montati in oro.,BO0624_4466,BO0624_4466||1204||1204. unque pezzeru al ambra montati in oro.,False
1138,120,o. lalo orecchini stras montati in oro.,120o. lalo orecchini stras montati in oro.,BO0624_4466,BO0624_4466||120||120o. lalo orecchini stras montati in oro.,False
1139,1206,Amuleto in argento.,1206. Amuleto in argento.,BO0624_4466,BO0624_4466||1206||1206. Amuleto in argento.,False
1140,1207,Due manici per coltello di porcellana in colore (Sassonia).,1207. Due manici per coltello di porcellana in colore (Sassonia).,BO0624_4466,BO0624_4466||1207||1207. Due manici per coltello di porcellana in colore (Sassonia).,False
1141,1208,Smaltino su rame — Soggetto campestre - Epoca Luigi XVI.,1208. Smaltino su rame — Soggetto campestre - Epoca Luigi XVI.,BO0624_4466,BO0624_4466||1208||1208. Smaltino su rame — Soggetto campestre - Epoca Luigi XVI.,False
1142,1209,Port aghi in Vernis Martin.,1209. Port aghi in Vernis Martin.,BO0624_4466,BO0624_4466||1209||1209. Port aghi in Vernis Martin.,False
1143,1210,Miniatura sopra avorio — Kitratto di uomo - in cornice di oro.,1210. Miniatura sopra avorio — Kitratto di uomo - in cornice di oro.,BO0624_4466,BO0624_4466||1210||1210. Miniatura sopra avorio — Kitratto di uomo - in cornice di oro.,False
1144,1211,"Sette miniature sopra avorio rappresentanti l' Arco di trionfo a benevento e accessori, con cornici in oro firmato I. buonadonna per il marchese Pedicini.","1211. Sette miniature sopra avorio rappresentanti l' Arco di trionfo a benevento e accessori, con cornici in oro firmato I. buonadonna per il marchese Pedicini.",BO0624_4466,"BO0624_4466||1211||1211. Sette miniature sopra avorio rappresentanti l' Arco di trionfo a benevento e accessori, con cornici in oro firmato I. buonadonna per il marchese Pedicini.",False
1145,1212,Miniatura sull'avorio,"1212. Miniatura sull'avorio

- Ritratto di donna (Direttorio).",BO0624_4466,"BO0624_4466||1212||1212. Miniatura sull'avorio

- Ritratto di donna (Direttorio).",False
1146,1213,Porta sigari in ambra orientale montata in argento.,1213. Porta sigari in ambra orientale montata in argento.,BO0624_4466,BO0624_4466||1213||1213. Porta sigari in ambra orientale montata in argento.,False
1147,1214,Scatola per ostie con soggetti religiosi in Vernis-Martin,1214. Scatola per ostie con soggetti religiosi in Vernis-Martin,BO0624_4466,BO0624_4466||1214||1214. Scatola per ostie con soggetti religiosi in Vernis-Martin,False
1148,1210,Minatura sopra avorio - Ritratto di Maria Antonietta di Fran- cia — con cornice al tartaruga.,1210. Minatura sopra avorio - Ritratto di Maria Antonietta di Fran- cia — con cornice al tartaruga.,BO0624_4466,BO0624_4466||1210||1210. Minatura sopra avorio - Ritratto di Maria Antonietta di Fran- cia — con cornice al tartaruga.,False
1149,1216,Miniatura sopra avorio - Figura di donna (Impero).,1216. Miniatura sopra avorio - Figura di donna (Impero).,BO0624_4466,BO0624_4466||1216||1216. Miniatura sopra avorio - Figura di donna (Impero).,False
1150,1217,Minatura sopra avorio - Figura di Baccante Impero).,1217. Minatura sopra avorio - Figura di Baccante Impero).,BO0624_4466,BO0624_4466||1217||1217. Minatura sopra avorio - Figura di Baccante Impero).,False
1151,121,o. Asticcio al avorio montato in argento.,121o. Asticcio al avorio montato in argento.,BO0624_4466,BO0624_4466||121||121o. Asticcio al avorio montato in argento.,False
1152,1219,Smaltino - Ritratto di donna — con cornice in tartaruga (Epoca Luigi XV).,1219. Smaltino - Ritratto di donna — con cornice in tartaruga (Epoca Luigi XV).,BO0624_4466,BO0624_4466||1219||1219. Smaltino - Ritratto di donna — con cornice in tartaruga (Epoca Luigi XV).,False
1153,1220,Pre manchi di coltelo di vetro in colori.,1220. Pre manchi di coltelo di vetro in colori.,BO0624_4466,BO0624_4466||1220||1220. Pre manchi di coltelo di vetro in colori.,False
1154,1221,Due pala di piccol orecchini in stras.,1221. Due pala di piccol orecchini in stras.,BO0624_4466,BO0624_4466||1221||1221. Due pala di piccol orecchini in stras.,False
1155,1222,Due fibbie di stras montati in argento.,1222. Due fibbie di stras montati in argento.,BO0624_4466,BO0624_4466||1222||1222. Due fibbie di stras montati in argento.,False
1156,1223,Cubo di lapislazzul.,1223. Cubo di lapislazzul.,BO0624_4466,BO0624_4466||1223||1223. Cubo di lapislazzul.,False
1157,1224,Diadema con stras montati in argento.,1224. Diadema con stras montati in argento.,BO0624_4466,BO0624_4466||1224||1224. Diadema con stras montati in argento.,False
1158,122,"o. Tabacchiera a forma di uccello, smalto veneziano.","122o. Tabacchiera a forma di uccello, smalto veneziano.",BO0624_4466,"BO0624_4466||122||122o. Tabacchiera a forma di uccello, smalto veneziano.",False
1159,1226,Scatola di tartaruga intarsiata in argento e madreperia.,1226. Scatola di tartaruga intarsiata in argento e madreperia.,BO0624_4466,BO0624_4466||1226||1226. Scatola di tartaruga intarsiata in argento e madreperia.,False
1160,1221,Due bottoni di venturina e stras.,1221. Due bottoni di venturina e stras.,BO0624_4466,BO0624_4466||1221||1221. Due bottoni di venturina e stras.,False
1161,1228,Scatola con doppia apertura in porcellana decorata a paesagg.,"1228. Scatola con doppia apertura in porcellana decorata a paesagg.

(sassoma.",BO0624_4466,"BO0624_4466||1228||1228. Scatola con doppia apertura in porcellana decorata a paesagg.

(sassoma.",False
1162,1229,Miniatura sopra avorio -- Ritratto di donna.,1229. Miniatura sopra avorio -- Ritratto di donna.,BO0624_4466,BO0624_4466||1229||1229. Miniatura sopra avorio -- Ritratto di donna.,False
1163,1030,Piccola miniatura sopra avorio - Ritratto di donna.,1030. Piccola miniatura sopra avorio - Ritratto di donna.,BO0624_4466,BO0624_4466||1030||1030. Piccola miniatura sopra avorio - Ritratto di donna.,False
1164,1231,Due piccole miniature sopra avorio - Figure di Amormi,1231. Due piccole miniature sopra avorio - Figure di Amormi,BO0624_4466,BO0624_4466||1231||1231. Due piccole miniature sopra avorio - Figure di Amormi,False
1165,1282,Pergamena miniata rappresentante l'Aurora (Epoca Luigi XVI).,1282. Pergamena miniata rappresentante l'Aurora (Epoca Luigi XVI).,BO0624_4466,BO0624_4466||1282||1282. Pergamena miniata rappresentante l'Aurora (Epoca Luigi XVI).,False
1166,1233,Miniatura sopra avorio,"1233. Miniatura sopra avorio

Amorini con gabbia",BO0624_4466,"BO0624_4466||1233||1233. Miniatura sopra avorio

Amorini con gabbia",False
1167,1234,Spillo in stras montati in argento.,1234. Spillo in stras montati in argento.,BO0624_4466,BO0624_4466||1234||1234. Spillo in stras montati in argento.,False
1168,1235,Spillo in oro con miniatura e cornice di stras.,1235. Spillo in oro con miniatura e cornice di stras.,BO0624_4466,BO0624_4466||1235||1235. Spillo in oro con miniatura e cornice di stras.,False
1169,1236,Cammeo montato in oro.,1236. Cammeo montato in oro.,BO0624_4466,BO0624_4466||1236||1236. Cammeo montato in oro.,False
1170,1237,Croce in metallo inciso e dorato.,1237. Croce in metallo inciso e dorato.,BO0624_4466,BO0624_4466||1237||1237. Croce in metallo inciso e dorato.,False
1171,1238,Cassa da orologio di rame dorato con smalto.,1238. Cassa da orologio di rame dorato con smalto.,BO0624_4466,BO0624_4466||1238||1238. Cassa da orologio di rame dorato con smalto.,False
1172,1239,Paio di orecchini di stras montati in argento.,1239. Paio di orecchini di stras montati in argento.,BO0624_4466,BO0624_4466||1239||1239. Paio di orecchini di stras montati in argento.,False
1173,1240,Due fibbie con opale e stras montati in argento dorato.,1240. Due fibbie con opale e stras montati in argento dorato.,BO0624_4466,BO0624_4466||1240||1240. Due fibbie con opale e stras montati in argento dorato.,False
1174,1241,Pomo di bastone in porcellana colorata (Chantilly).,1241. Pomo di bastone in porcellana colorata (Chantilly).,BO0624_4466,BO0624_4466||1241||1241. Pomo di bastone in porcellana colorata (Chantilly).,False
1175,1242,Sette piccoli smalti sopra rame (Epoca Luigi XV).,1242. Sette piccoli smalti sopra rame (Epoca Luigi XV).,BO0624_4466,BO0624_4466||1242||1242. Sette piccoli smalti sopra rame (Epoca Luigi XV).,False
1176,1243,Montatura di ventaglio in argento dorato e smaltato (Lavoro veneziano).,1243. Montatura di ventaglio in argento dorato e smaltato (Lavoro veneziano).,BO0624_4466,BO0624_4466||1243||1243. Montatura di ventaglio in argento dorato e smaltato (Lavoro veneziano).,False
1177,1244,Ventaglio in pergamena miniata.,1244. Ventaglio in pergamena miniata.,BO0624_4466,BO0624_4466||1244||1244. Ventaglio in pergamena miniata.,False
1178,1245,Miniatura sopra avorio - Ritratto di uomo e donna.,1245. Miniatura sopra avorio - Ritratto di uomo e donna.,BO0624_4466,BO0624_4466||1245||1245. Miniatura sopra avorio - Ritratto di uomo e donna.,False
1179,1246,Scatola con dieci bottoni e due fibbie di stras in color bianco e bleu (Epoca Luigi XVI).,1246. Scatola con dieci bottoni e due fibbie di stras in color bianco e bleu (Epoca Luigi XVI).,BO0624_4466,BO0624_4466||1246||1246. Scatola con dieci bottoni e due fibbie di stras in color bianco e bleu (Epoca Luigi XVI).,False
1180,1247,Scatola con ordegni da ingegnere in squama di serpe (galuchat) montata in argento.,1247. Scatola con ordegni da ingegnere in squama di serpe (galuchat) montata in argento.,BO0624_4466,BO0624_4466||1247||1247. Scatola con ordegni da ingegnere in squama di serpe (galuchat) montata in argento.,False
1181,1248,Cofanetto di agata montato in rame dorato.,1248. Cofanetto di agata montato in rame dorato.,BO0624_4466,BO0624_4466||1248||1248. Cofanetto di agata montato in rame dorato.,False
1182,1249,Spillo ovale con cornice di stras.,1249. Spillo ovale con cornice di stras.,BO0624_4466,BO0624_4466||1249||1249. Spillo ovale con cornice di stras.,False
1183,1250,Spillo per donna di stras montati in oro..,1250. Spillo per donna di stras montati in oro..,BO0624_4466,BO0624_4466||1250||1250. Spillo per donna di stras montati in oro..,False
1184,1251,Laccio per occhiali in rame smaltato.,1251. Laccio per occhiali in rame smaltato.,BO0624_4466,BO0624_4466||1251||1251. Laccio per occhiali in rame smaltato.,False
1185,1252,Orologetto di rame con smalto (Epoca Luigi XV).,1252. Orologetto di rame con smalto (Epoca Luigi XV).,BO0624_4466,BO0624_4466||1252||1252. Orologetto di rame con smalto (Epoca Luigi XV).,False
1186,1253,Una fibbia di stras montata in argento.,1253. Una fibbia di stras montata in argento.,BO0624_4466,BO0624_4466||1253||1253. Una fibbia di stras montata in argento.,False
1187,1254,Miniatura sopra avorio - Ritratto.,1254. Miniatura sopra avorio - Ritratto.,BO0624_4466,BO0624_4466||1254||1254. Miniatura sopra avorio - Ritratto.,False
1188,1255,Miniatura sopra avorio rappresentante i figli di Carlo I d' Inghilterra.,1255. Miniatura sopra avorio rappresentante i figli di Carlo I d' Inghilterra.,BO0624_4466,BO0624_4466||1255||1255. Miniatura sopra avorio rappresentante i figli di Carlo I d' Inghilterra.,False
1189,1256,Due miniature sopra avorio - Principi di casa Borbone - in cornice d'argento dorato.,1256. Due miniature sopra avorio - Principi di casa Borbone - in cornice d'argento dorato.,BO0624_4466,BO0624_4466||1256||1256. Due miniature sopra avorio - Principi di casa Borbone - in cornice d'argento dorato.,False
1190,1257,Miniatura sopra avorio - Venere e Amorini (Epoca Luigi XVI).,1257. Miniatura sopra avorio - Venere e Amorini (Epoca Luigi XVI).,BO0624_4466,BO0624_4466||1257||1257. Miniatura sopra avorio - Venere e Amorini (Epoca Luigi XVI).,False
1191,1258,Ventaglio di pergamena miniata con manico dorato.,1258. Ventaglio di pergamena miniata con manico dorato.,BO0624_4466,BO0624_4466||1258||1258. Ventaglio di pergamena miniata con manico dorato.,False
1192,1259,Tre pomi di bastoni di diverse epoche.,1259. Tre pomi di bastoni di diverse epoche.,BO0624_4466,BO0624_4466||1259||1259. Tre pomi di bastoni di diverse epoche.,False
1193,1260,Anello in oro con stras montati in argento.,1260. Anello in oro con stras montati in argento.,BO0624_4466,BO0624_4466||1260||1260. Anello in oro con stras montati in argento.,False
1194,1261,Occhiali con laccio in rame smaltato.,1261. Occhiali con laccio in rame smaltato.,BO0624_4466,BO0624_4466||1261||1261. Occhiali con laccio in rame smaltato.,False
1195,1262,Due pezzi (montatura di pettine) in stras.,1262. Due pezzi (montatura di pettine) in stras.,BO0624_4466,BO0624_4466||1262||1262. Due pezzi (montatura di pettine) in stras.,False
1196,1263,Miniatura a spillo in cornice di stras.,1263. Miniatura a spillo in cornice di stras.,BO0624_4466,BO0624_4466||1263||1263. Miniatura a spillo in cornice di stras.,False
1197,1264,Scatola in osso dipinto - Imitazione Vernis-Martin.,1264. Scatola in osso dipinto - Imitazione Vernis-Martin.,BO0624_4466,BO0624_4466||1264||1264. Scatola in osso dipinto - Imitazione Vernis-Martin.,False
1198,1265,Scatola da tabacco in bosso scolpito - Giove e Leda.,1265. Scatola da tabacco in bosso scolpito - Giove e Leda.,BO0624_4466,BO0624_4466||1265||1265. Scatola da tabacco in bosso scolpito - Giove e Leda.,False
1199,1266,Miniatura sopra avorio in cornice - Ritratto di donna (Epoca,"1266. Miniatura sopra avorio in cornice - Ritratto di donna (Epoca

Luigi XVI).",BO0624_4466,"BO0624_4466||1266||1266. Miniatura sopra avorio in cornice - Ritratto di donna (Epoca

Luigi XVI).",False
1200,1267,Lotto di tre cornicette di stras.,1267. Lotto di tre cornicette di stras.,BO0624_4466,BO0624_4466||1267||1267. Lotto di tre cornicette di stras.,False
1201,1268,Ventaglio di avorio colorato.,1268. Ventaglio di avorio colorato.,BO0624_4466,BO0624_4466||1268||1268. Ventaglio di avorio colorato.,False
1202,1269,Manico di ventaglio avorio colorato.,1269. Manico di ventaglio avorio colorato.,BO0624_4466,BO0624_4466||1269||1269. Manico di ventaglio avorio colorato.,False
1203,1270,"Otto miniature sopra avorio raffiguranti ritratti, posti in cornice di rame sbalzato e dorato (Epoca Luigi XV).","1270. Otto miniature sopra avorio raffiguranti ritratti, posti in cornice di rame sbalzato e dorato (Epoca Luigi XV).",BO0624_4466,"BO0624_4466||1270||1270. Otto miniature sopra avorio raffiguranti ritratti, posti in cornice di rame sbalzato e dorato (Epoca Luigi XV).",False
1204,1271,"Pergamena miniata con soggetto riprodotto dal Bonito, firmata Guglielmi.","1271. Pergamena miniata con soggetto riprodotto dal Bonito, firmata 1. Guglielmi.",BO0624_4466,"BO0624_4466||1271||1271. Pergamena miniata con soggetto riprodotto dal Bonito, firmata 1. Guglielmi.",False
1205,1272,Piccola miniatura - Ritratto di uomo.,1272. Piccola miniatura - Ritratto di uomo.,BO0624_4466,BO0624_4466||1272||1272. Piccola miniatura - Ritratto di uomo.,False
1206,1273,Anello in oro con stras.,1273. Anello in oro con stras.,BO0624_4466,BO0624_4466||1273||1273. Anello in oro con stras.,False
1207,1274,Ritratto di donna in Vernis-Martin (Epoca Luigi XV).,1274. Ritratto di donna in Vernis-Martin (Epoca Luigi XV).,BO0624_4466,BO0624_4466||1274||1274. Ritratto di donna in Vernis-Martin (Epoca Luigi XV).,False
1208,1275,Spillo con smaltino e cornice di granate.,1275. Spillo con smaltino e cornice di granate.,BO0624_4466,BO0624_4466||1275||1275. Spillo con smaltino e cornice di granate.,False
1209,1276,Piccola scatola di ferro geminato.,1276. Piccola scatola di ferro geminato.,BO0624_4466,BO0624_4466||1276||1276. Piccola scatola di ferro geminato.,False
1210,1277,Scatola ovale in tartaruga ed avorio filettata in oro.,1277. Scatola ovale in tartaruga ed avorio filettata in oro.,BO0624_4466,BO0624_4466||1277||1277. Scatola ovale in tartaruga ed avorio filettata in oro.,False
1211,1278,Due bottoni di stras montati in argento.,1278. Due bottoni di stras montati in argento.,BO0624_4466,BO0624_4466||1278||1278. Due bottoni di stras montati in argento.,False
1212,1279,Ciondolo per suggello in rame dorato e stras.,1279. Ciondolo per suggello in rame dorato e stras.,BO0624_4466,BO0624_4466||1279||1279. Ciondolo per suggello in rame dorato e stras.,False
1213,1280,Coltello e forchetta con manichi in vetro di Murano.,1280. Coltello e forchetta con manichi in vetro di Murano.,BO0624_4466,BO0624_4466||1280||1280. Coltello e forchetta con manichi in vetro di Murano.,False
1214,1281,"Miniatura sopra avorio-Ritratto di donna con cornice di bron- zo dorato, firmata Albanese.","1281. Miniatura sopra avorio-Ritratto di donna con cornice di bron- zo dorato, firmata Albanese.",BO0624_4466,"BO0624_4466||1281||1281. Miniatura sopra avorio-Ritratto di donna con cornice di bron- zo dorato, firmata Albanese.",False
1215,1282,Miniatura sopra avorio - Ritratto di uomo in costume (Direttorio).,1282. Miniatura sopra avorio - Ritratto di uomo in costume (Direttorio).,BO0624_4466,BO0624_4466||1282||1282. Miniatura sopra avorio - Ritratto di uomo in costume (Direttorio).,False
1216,1283,Ventaglio con manico di madreperla.,1283. Ventaglio con manico di madreperla.,BO0624_4466,BO0624_4466||1283||1283. Ventaglio con manico di madreperla.,False
1217,1284,Miniatura su l'avorio - Figura di donna (Epoca Inigi XVI).,1284. Miniatura su l'avorio - Figura di donna (Epoca Inigi XVI).,BO0624_4466,BO0624_4466||1284||1284. Miniatura su l'avorio - Figura di donna (Epoca Inigi XVI).,False
1218,1285,"Astuccio, per signora, in squama di serpe (galuchat) con montatura d'argento.","1285. Astuccio, per signora, in squama di serpe (galuchat) con montatura d'argento.",BO0624_4466,"BO0624_4466||1285||1285. Astuccio, per signora, in squama di serpe (galuchat) con montatura d'argento.",False
1219,1286,Scatola ovale in bosso con bellissimi intagli a rilievi.,1286. Scatola ovale in bosso con bellissimi intagli a rilievi.,BO0624_4466,BO0624_4466||1286||1286. Scatola ovale in bosso con bellissimi intagli a rilievi.,False
1220,1287,Scatola ovale in ferro traforato del XVII secolo.,1287. Scatola ovale in ferro traforato del XVII secolo.,BO0624_4466,BO0624_4466||1287||1287. Scatola ovale in ferro traforato del XVII secolo.,False
1221,1288,Croce in argento e stras.,1288. Croce in argento e stras.,BO0624_4466,BO0624_4466||1288||1288. Croce in argento e stras.,False
1222,1289,Due bottoni in opale e stras.,1289. Due bottoni in opale e stras.,BO0624_4466,BO0624_4466||1289||1289. Due bottoni in opale e stras.,False
1223,1290,Tre ciondoli di rame dorato.,1290. Tre ciondoli di rame dorato.,BO0624_4466,BO0624_4466||1290||1290. Tre ciondoli di rame dorato.,False
1224,1291,Châtelaine di rame dorato a diversi colori (Epoca Luigi XVI).,1291. Châtelaine di rame dorato a diversi colori (Epoca Luigi XVI).,BO0624_4466,BO0624_4466||1291||1291. Châtelaine di rame dorato a diversi colori (Epoca Luigi XVI).,False
1225,1292,Anello in oro con stras montati in argento.,1292. Anello in oro con stras montati in argento.,BO0624_4466,BO0624_4466||1292||1292. Anello in oro con stras montati in argento.,False
1226,1293,Anello a spoletta con cristallo e stras.,1293. Anello a spoletta con cristallo e stras.,BO0624_4466,BO0624_4466||1293||1293. Anello a spoletta con cristallo e stras.,False
1227,1294,Due ritrattini in miniatura sopra avorio.,1294. Due ritrattini in miniatura sopra avorio.,BO0624_4466,BO0624_4466||1294||1294. Due ritrattini in miniatura sopra avorio.,False
1228,1295,Tabacchiera ovale con figure e paesaggi; smalto veneziano (Epo- ca Luigi XVI).,1295. Tabacchiera ovale con figure e paesaggi; smalto veneziano (Epo- ca Luigi XVI).,BO0624_4466,BO0624_4466||1295||1295. Tabacchiera ovale con figure e paesaggi; smalto veneziano (Epo- ca Luigi XVI).,False
1229,1296,"Tabacchiera con smalto in colori, lavoro veneziano (epoca Inugi XV).","1296. Tabacchiera con smalto in colori, lavoro veneziano (epoca Inugi XV).",BO0624_4466,"BO0624_4466||1296||1296. Tabacchiera con smalto in colori, lavoro veneziano (epoca Inugi XV).",False
1230,1297,Lotto di cinque fibbie di argento con stras,1297. Lotto di cinque fibbie di argento con stras,BO0624_4466,BO0624_4466||1297||1297. Lotto di cinque fibbie di argento con stras,False
1231,1298,Un' ancora di metallo con stras,1298. Un' ancora di metallo con stras,BO0624_4466,BO0624_4466||1298||1298. Un' ancora di metallo con stras,False
1232,1299,"Braccialetto in rame dorato ooo, Anello i olo con stas","1299. Braccialetto in rame dorato ooo, Anello i olo con stas",BO0624_4466,"BO0624_4466||1299||1299. Braccialetto in rame dorato ooo, Anello i olo con stas",False
1233,1301,Liccolo ventaglio.,1301. Liccolo ventaglio.,BO0624_4466,BO0624_4466||1301||1301. Liccolo ventaglio.,False
1234,1302,Ventaglio con manico di avorio e pergamena miniata,1302. Ventaglio con manico di avorio e pergamena miniata,BO0624_4466,BO0624_4466||1302||1302. Ventaglio con manico di avorio e pergamena miniata,False
1235,1303,Mmiatura su lavorio — Mitratto di donna Epoca Lug AvI),1303. Mmiatura su lavorio — Mitratto di donna Epoca Lug AvI),BO0624_4466,BO0624_4466||1303||1303. Mmiatura su lavorio — Mitratto di donna Epoca Lug AvI),False
1236,1304,Miniatura sopra avorio - Figura di Venere,1304. Miniatura sopra avorio - Figura di Venere,BO0624_4466,BO0624_4466||1304||1304. Miniatura sopra avorio - Figura di Venere,False
1237,130,"a. Miniatura sopra avorio raigurante venere, e Giove mutato in ugno.","130a. Miniatura sopra avorio raigurante venere, e Giove mutato in ugno.",BO0624_4466,"BO0624_4466||130||130a. Miniatura sopra avorio raigurante venere, e Giove mutato in ugno.",False
1238,1306,"Mimatura sull avorio in cormice di ebano e pietre dure, rappre- sentante La Sacra Famiglia, dello Schidone, alt. m. 0.13 per 0.10","1306. Mimatura sull avorio in cormice di ebano e pietre dure, rappre- sentante La Sacra Famiglia, dello Schidone, alt. m. 0.13 per 0.10",BO0624_4466,"BO0624_4466||1306||1306. Mimatura sull avorio in cormice di ebano e pietre dure, rappre- sentante La Sacra Famiglia, dello Schidone, alt. m. 0.13 per 0.10",False
1239,1801,"Miniatura sopra avorio, rappresentante La Madonna del Cor.","1801. Miniatura sopra avorio, rappresentante La Madonna del Cor.

reggro, alt. m. 0.12 per 0.10.",BO0624_4466,"BO0624_4466||1801||1801. Miniatura sopra avorio, rappresentante La Madonna del Cor.

reggro, alt. m. 0.12 per 0.10.",False
1240,1,"ovo. Mirato al donna, minatira sopra avorio in astuccio poca Lu- gr A VI)","1ovo. Mirato al donna, minatira sopra avorio in astuccio poca Lu- gr A VI)",BO0624_4466,"BO0624_4466||1||1ovo. Mirato al donna, minatira sopra avorio in astuccio poca Lu- gr A VI)",False
1241,1309,"Miniatura sopra avorio, rappresentante la Sacra Famiglia","1309. Miniatura sopra avorio, rappresentante la Sacra Famiglia",BO0624_4466,"BO0624_4466||1309||1309. Miniatura sopra avorio, rappresentante la Sacra Famiglia",False
1242,1310,"Pergamena miniata, rappresentante Adamo ed Eva.","1310. Pergamena miniata, rappresentante Adamo ed Eva.",BO0624_4466,"BO0624_4466||1310||1310. Pergamena miniata, rappresentante Adamo ed Eva.",False
1243,1311,Agoraio montato in oro con astuccio in squame di serpe (galuchat),1311. Agoraio montato in oro con astuccio in squame di serpe (galuchat),BO0624_4466,BO0624_4466||1311||1311. Agoraio montato in oro con astuccio in squame di serpe (galuchat),False
1244,1312,Ventaglio con manico in osso.,1312. Ventaglio con manico in osso.,BO0624_4466,BO0624_4466||1312||1312. Ventaglio con manico in osso.,False
1245,1313,Spillo per uomo in oro con smaltino sopra rame.,1313. Spillo per uomo in oro con smaltino sopra rame.,BO0624_4466,BO0624_4466||1313||1313. Spillo per uomo in oro con smaltino sopra rame.,False
1246,1314,Anello in oro con stras montati in argento,1314. Anello in oro con stras montati in argento,BO0624_4466,BO0624_4466||1314||1314. Anello in oro con stras montati in argento,False
1247,1,o1o. Anello in oro con stras montati in argento,1o1o. Anello in oro con stras montati in argento,BO0624_4466,BO0624_4466||1||1o1o. Anello in oro con stras montati in argento,False
1248,1316,Châtelaine in rame sbalzato e dorato. con ciondoli a suggello e porta-odori (Epoca Larg A VI).,1316. Châtelaine in rame sbalzato e dorato. con ciondoli a suggello e porta-odori (Epoca Larg A VI).,BO0624_4466,BO0624_4466||1316||1316. Châtelaine in rame sbalzato e dorato. con ciondoli a suggello e porta-odori (Epoca Larg A VI).,False
1249,1317,Bracciale con turchesi.,1317. Bracciale con turchesi.,BO0624_4466,BO0624_4466||1317||1317. Bracciale con turchesi.,False
1250,1318,Pettine con cinque rosette in stras montati in argento,1318. Pettine con cinque rosette in stras montati in argento,BO0624_4466,BO0624_4466||1318||1318. Pettine con cinque rosette in stras montati in argento,False
1251,1319,Lotto di quattro bottoni di stras montati in argento,1319. Lotto di quattro bottoni di stras montati in argento,BO0624_4466,BO0624_4466||1319||1319. Lotto di quattro bottoni di stras montati in argento,False
1252,1020,Tabacchiera ovale. smaltata con frutta.,1020. Tabacchiera ovale. smaltata con frutta.,BO0624_4466,BO0624_4466||1020||1020. Tabacchiera ovale. smaltata con frutta.,False
1253,1321,Ventaglio dipinto sopra carta,1321. Ventaglio dipinto sopra carta,BO0624_4466,BO0624_4466||1321||1321. Ventaglio dipinto sopra carta,False
1254,1022,Manico di ventaglio in avorio.,1022. Manico di ventaglio in avorio.,BO0624_4466,BO0624_4466||1022||1022. Manico di ventaglio in avorio.,False
1255,1323,Scatola ovale in porcellana decorata con soggetti mitologici (Sas sonia).,1323. Scatola ovale in porcellana decorata con soggetti mitologici (Sas sonia).,BO0624_4466,BO0624_4466||1323||1323. Scatola ovale in porcellana decorata con soggetti mitologici (Sas sonia).,False
1256,1324,Spillo ovale in acciaio e cornice in stras,1324. Spillo ovale in acciaio e cornice in stras,BO0624_4466,BO0624_4466||1324||1324. Spillo ovale in acciaio e cornice in stras,False
1257,1,ozo. splllone di stras montati in argento,1ozo. splllone di stras montati in argento,BO0624_4466,BO0624_4466||1||1ozo. splllone di stras montati in argento,False
1258,1326,Braccialetto in tartaruga con figurine in oro e argento.,1326. Braccialetto in tartaruga con figurine in oro e argento.,BO0624_4466,BO0624_4466||1326||1326. Braccialetto in tartaruga con figurine in oro e argento.,False
1259,1521,Un bracciale con stras e pietre bleu.,1521. Un bracciale con stras e pietre bleu.,BO0624_4466,BO0624_4466||1521||1521. Un bracciale con stras e pietre bleu.,False
