catalogue_id,prev_num,current_num,title,excerpt,line_start
BO0624_4466,180,1358,Miniatura sopra avorio - Ritratto di uomo (Direttorio).,1358. Miniatura sopra avorio - Ritratto di uomo (Direttorio)....,1807
BO0624_4466,1482,1482,bis. Ampollina con fregi a rilievo bianchi e bleu (Murano).,"1482. Piccolo vetro graffito, color feccia di vino (Murano)....",2039
BO0624_4466,1619,1020,labacchera a torma al leone in argento.,1020. Cervo in bronzo su base di marmo nero....,1187
BO0624_4466,1020,1621,Cornice ovale in argento (Epoca Impero).,1621. Cornice ovale in argento (Epoca Impero)....,2323
BO0624_4466,1633,1684,Ciondolo - Grosso topazio - con cornice di argento dorato.,1684. Ciondolo - Grosso topazio - con cornice di argento dorato....,2349
BO0624_4466,1684,1635,Astuccio da lavoro in argento sbalzato e dorato (Epoca Luigi XV).,1635. Astuccio da lavoro in argento sbalzato e dorato (Epoca Luigi XV)....,2351
BO0624_4466,1647,1618,"Spillo, smaltino con cornicetta di gergoni.",1618. Porta odori in argento dorato....,2317
BO0624_4466,1618,1649,Porta aghi in argento dorato.,1649. Porta aghi in argento dorato....,2380
BO0624_4466,1675,16,/6. Guanterina in argenbo.,"16. Vaso di forma cilindrica, decorato con figura e paesaggio. Abruzzo...",24
BO0624_4466,16,1677,Orecchin in argento con suas,1677. Orecchin in argento con suas...,2437
BO0624_4466,1738,1740,Ciondolo in oro con rubini; nel centro ritratto di donna sopra sala to.,1740. Ciondolo in oro con rubini; nel centro ritratto di donna sopra sala to....,2565
BO0624_4466,1792,1893,Spillo in argento con pietre.,1893. Spillo in argento con pietre....,2668
BO0624_4466,1893,1794,Pettine di oro smaltato (Epoca Impero).,1794. Pettine di oro smaltato (Epoca Impero)....,2670
BO0624_4466,1857,1859,"Due statue di legno (Indiani) sostenenti vasi di maiolica antica, montati in bronzo a uso lampade (Lavoro veneziano), alt. m. 1,30.","1859. Due statue di legno (Indiani) sostenenti vasi di maiolica antica, montati in bronzo a uso lampade (Lavoro veneziano), alt. m. 1,30....",2795
BO0624_4466,1863,1764,Cassa per corredo di legno noce intagliata.,1764. Orologio in argento dorato con miniatura-La Sacra Famiglia— (Epoca Luigi XIV)....,2613
BO0624_4466,1764,1865,"Tondo di legno ebano decorato con placche di porcellana rap presentante ritratti di uomini e donne illustri: alla base ricca guarnitura di bronzi (Lavoro francese), alt. m. 0,80 p. m. 0,90-","1865. Tondo di legno ebano decorato con placche di porcellana rap presentante ritratti di uomini e donne illustri: alla base ricca guarnitura di bronzi (Lavoro francese), alt. m. 0,80 p. m. 0,90-...",2806
BO0624_4466,1934,5935,"Due mensole ad angolo, in legno intagliato e dorato (Epoca Luigi XV).","5935. Due mensole ad angolo, in legno intagliato e dorato (Epoca Luigi XV)....",2950
BO0624_4466,5935,1936,"Lampadario, genere rococo, a diciotto lumi disposti in due ordin","1936. Lampadario, genere rococo, a diciotto lumi disposti in due ordin...",2952
BO0624_4466,1936,2,"con foglie e fiori in colori, alt. m. 1,10 per 0,80 (Antico Venezia).",| 2. Piatto decorato con stemma in colori.                                                                                                        | Pesaro        |...,7
BO0624_4466,2,1937,Scrivania con calatoia intarsiata in legno di più colori (Epoca,1937. Scrivania con calatoia intarsiata in legno di più colori (Epoca  Luigi XVI)....,2954
BO0624_4466,1938,1989,Stipo in palassandro con filettatura d'avorio e incastrazione di pietre (Lavoro fiorentino).,1989. Stipo in palassandro con filettatura d'avorio e incastrazione di pietre (Lavoro fiorentino)....,2962
BO0624_4466,1989,1940,"Statuetta di bronzo. Il ritorno dal villaggio. Lavoro dello scultore G. Battista Amendola, alt. m. 0,80.","1940. Statuetta di bronzo. Il ritorno dal villaggio. Lavoro dello scultore G. Battista Amendola, alt. m. 0,80....",2964
BO0624_4466,2113,5,secolo).,| 5. Piccolo boccale decorato a fogliami in colori                                                                                                | Persia        | | •6. Due vasi di forma sferica con ...,10
BO0624_4466,5,2114,"Piccola culla di forma rettangolare, in legno intagliato e dorato.","2114. Piccola culla di forma rettangolare, in legno intagliato e dorato....",3303
BO0624_4466,2115,8,"Giovanni, dall'altra smaltino in colore.","| 8. Paio vasi di forma sferica decorati con fregi in colori, e meda- glioni.                                                                     | Caltagirone   |...",13
BO0624_4466,8,2116,Cinque suggelli con pietre.,2116. Cinque suggelli con pietre....,3306
BO0624_4466,2117,11,dorato Luigi XIII.,"| 11. Vaso di forma sferica e collo lungo con fregi su fondo bleu e aran- cione, nel centro ritratto colla scritta - Carone. alt. m. 0,33.        | Casteldurante |...",17
BO0624_4466,11,2118,Pezzo di corallo lavorato.,2118. Pezzo di corallo lavorato....,3309
BO0624_4466,2123,3,per apporvi oggetti.,| 3. Lotto di tre mattoni.                                                                                                                        | Persia        |...,8
BO0624_4466,3,2124,Lavoro in cera (S. Luigi) in cornice.,2124. Lavoro in cera (S. Luigi) in cornice....,3319
BO0624_4466,2174,2275,Pugnale con manico di avorio.,2275. Pugnale con manico di avorio....,3422
BO0624_4466,2275,2176,Cassetto guarnito con fregi di bronzo dorato. Epoca Luigi XIII.,2176. Cassetto guarnito con fregi di bronzo dorato. Epoca Luigi XIII....,3424
BO0624_4466,2189,2191,"Dodici bracciuoli, in legno noce intagliato XVI secolo.","2191. Dodici bracciuoli, in legno noce intagliato XVI secolo.  S 2192. Bassorilievo in cera. Soggetti sacri.  Jo 2193. Tavolo dipinto su fondo in oro. Lavoro russo....",3454
BO0624_4466,2191,2194,Piccola daga con guardia a vela (main gauche) cesellata e dorata.,2194. Piccola daga con guardia a vela (main gauche) cesellata e dorata....,3460
BO0624_4466,2227,2220,Mandolino napoletano.,"2220. Scatola con due violini, ottima conservazione, firmati Nicolaus Amatus Cremon: ecc. ecc. 1668....",3501
BO0624_4466,2220,2229,Mandolino in legno con incastrazione di madreperla e tartaruga. Lavoro napoletano (antico).,2229. Mandolino in legno con incastrazione di madreperla e tartaruga. Lavoro napoletano (antico)....,3513
BO0624_4466,2232,2200,Frova-corde - Istrumento per fabbricante di piano-forte.,2200. Bassorilievo in cera — S. Girolamo - con cornice intagliata. Idem S. Antonio abate....,3472
BO0624_4466,2200,2234,Mandola con ornati in avorio e madreperla.,2234. Mandola con ornati in avorio e madreperla.  <!-- image --> <!-- image -->  ## Pastori ed Oggetti da Presepe...,3523
BO0624_4466,2246,2347,Puttino in legno scolpito e dipinto del Mosca.,2347. Puttino in legno scolpito e dipinto del Mosca....,3554
BO0624_4466,2347,2248,Angelo in legno scolpito del Mosca.,2248. Angelo in legno scolpito del Mosca....,3556
BO0624_4466,2258,2209,Vecchio seduto. Grande figura in terra cotta.,"2209. Strumento a chitarra con dodici corde, firmato Man &amp; B. London....",3490
BO0624_4466,2209,2260,Bambino in terra cotta.,2260. Bambino in terra cotta....,3579
BO0624_4466,2263,2204,Donna con bambino. del Bagnasco,2204. Piccolo orologio per tavolo. Imitazione di Boule....,3480
BO0624_4466,2204,2265,"Venditrice di formaggi, del Matera","2265. Venditrice di formaggi, del Matera...",3589
BO0624_4466,2265,2200,"rastore seduto, in terra cotta colorata. del Mosca",2200. Bassorilievo in cera — S. Girolamo - con cornice intagliata. Idem S. Antonio abate....,3472
BO0624_4466,2200,2267,Due teste di Cherubini in terra cotta colorata.,2267. Due teste di Cherubini in terra cotta colorata....,3593
BO0624_4466,2267,226,o. lastore seduto. del Matera.,"| 226. Vaso cilindrico, con ornati e figura su fondo bleu.                                                                   | 226. Vaso cilindrico, con ornati e figura su fondo bleu.                 ...",259
BO0624_4466,226,2269,"Povero, figura intera, terra cotta in colore.","2269. Povero, figura intera, terra cotta in colore....",3597
BO0624_4466,2269,2210,Testa al Cherubino in terra cotta. del Mosca,2210. Mandolino con intarsio di avorio e madreperla....,3491
BO0624_4466,2211,2272,Pastore vestito. Una giorgiana.,2272. Pastore vestito. Una giorgiana....,3603
BO0624_4466,2272,221,o. Bambino in legno scolpito,"| 221. Piatto arcaico rappresentante una battaglia, con arabeschi nella bordura, alt. m. 0,40.                                                          | Abruzzo       |...",253
BO0624_4466,221,2274,Un Angiolo in legno scolpito.,2274. Un Angiolo in legno scolpito....,3607
BO0624_4466,2283,2204,lutuno in legno scolpito,2204. Piccolo orologio per tavolo. Imitazione di Boule....,3480
BO0624_4466,2204,2285,Gruppo due puttini in terracotta,2285.  Gruppo due puttini in terracotta...,3629
BO0624_4466,2286,2201,"Angiolo in legno, del Mosca.","2201. Cristo senza Croce. Lavoro in bosso del XVII secolo, alt. m. 0,23....",3474
BO0624_4466,2201,2288,Pastore vestito. Una contadina,2288. Pastore vestito. Una contadina...,3637
BO0624_4466,2288,2203,Liceola chitarra.,2203. Piccolo trittico in rame smaltato. Lavoro russo....,3478
BO0624_4466,2203,2290,Statuetta di donna in terracotta colorata del sammaruno.,2290. Statuetta di donna in terracotta colorata del sammaruno....,3641
BO0624_4466,2344,2315,Gruppo di sedici pecore in terracotta colorata dell'Ingaldi.,2315. Idem...,3690
BO0624_4466,2315,2346,Uno de' Re Magi del Bagnasco.,2346. Uno de' Re Magi del Bagnasco....,3751
BO0624_4466,2383,2284,"Piccola figura di guerriero, del Bagnasco.","2284. Piccola figura di guerriero, del Bagnasco....",3826
BO0624_4466,2284,2385,"Figura di donna, del Matera.","2385. Figura di donna, del Matera....",3828
BO0624_4466,2426,2426,bis Cane levriero in terra cotta colorata.,"2426. Gruppo di quattro figure, del Matera....",3909
BO0624_4466,2435,2400,Mandonno al legno e tartaruga,"2400. Due teste di Cherubini in terra cotta, del Bottigliero....",3857
BO0624_4466,2400,2437,Due Angioli in legno scolpito e dipinto. Bellissimo lavoro del,"2437. Due Angioli in legno scolpito e dipinto. Bellissimo lavoro del  De Vivo, alt. m. 0,44...",3932
BO0624_4466,2457,2408,lastore in ginoechio del Matera,2408. Piccola chitarra per presepe....,3873
BO0624_4466,2408,2459,Donna con canestro. terracotta colorata,2459. Donna con canestro. terracotta colorata...,3978
BO0624_4466,2459,2400,"Angiolo in legno scolpito e dipinto, del Mosca","2400. Due teste di Cherubini in terra cotta, del Bottigliero....",3857
BO0624_4466,2400,2461,Pastore vestito - Un moro.,2461. Pastore vestito - Un moro....,3982
BO0624_4466,2462,2403,"Gruppo di ragazzi, del Bagnasco",2403. Gruppo di tre testine di Angioli in terra cotta colorata....,3863
BO0624_4466,2403,2464,Gruppo di Magi del Matera.,2464. Gruppo di Magi del Matera....,3992
BO0624_4466,2466,246,%. Figura di uomo del Matera.,"| 246. Piatto, decorato con arabeschi a riflesso metallico listati bleu, diam. m. 0,37. 247. Scaldino in terraglia colorata. | 246. Piatto, decorato con arabeschi a riflesso metallico listati bleu, di...",279
BO0624_4466,246,2468,Contadino in terracotta colorata,2468. Contadino in terracotta colorata...,4000
BO0624_4466,2532,2583,Un cieco del Matera.,2583. Un cieco del Matera....,4095
BO0624_4466,2583,2534,Cavallo in legno scolpito.,2534. Cavallo in legno scolpito....,4097
BO0624_4466,2541,2512,Anfora con figure. Nola,"2512. Gruppo, una donna e due bambini. Terracotta in colore del Mosca....",4053
BO0624_4466,2513,2544,Patera a vernice nera con testa di Aretusa a rilievo nel centro.,2544. Patera a vernice nera con testa di Aretusa a rilievo nel centro.  Fabbrica Campana...,4146
BO0624_4466,2593,2094,"1dem alt. m. 0,15.",2094. Cinque pezzi di porcellana smaltati....,3267
BO0624_4466,2094,2596,Lotto di due statuette di bronzo.,2596. Lotto di due statuette di bronzo....,4236
BO0624_4466,2632,2,"C33. Patera in terracotta, con manico lungo, alt. m. 0,30.     | Pozzuoli   |",| 2. Piatto decorato con stemma in colori.                                                                                                        | Pesaro        |...,7
BO0624_4466,2,2634,"Dieci lucerne, in terracotta, di forme diverse.           | Puglia     |","| 2634. Dieci lucerne, in terracotta, di forme diverse.           | Puglia     |  ## Oggetti diversi...",4306
BO0624_4466,2638,2009,Due mascheroni etruschi in avorio.,2009. Piatto in rame a sbalzo....,3095
BO0624_4466,2009,2640,"Testa di guerriero ( erma) in pietra bianca, alt. m. 0.25","2640. Testa di guerriero ( erma) in pietra bianca, alt. m. 0.25...",4319
BO0624_4466,2641,2012,"Idem a due manichi di forma sferica, alt. m. 0,08",2012. Dipinto su rame in cornice nera....,3101
BO0624_4466,2012,2643,"Idem di forma ad anfora alt. m. 0,05","2643. Idem di forma ad anfora alt. m. 0,05...",4325
BO0624_4466,2644,2640,"Idem lagrimatorio di epoca romana, alt. m. 0,10.","2640. Testa di guerriero ( erma) in pietra bianca, alt. m. 0.25...",4319
BO0624_4466,2640,2646,Collana di amuleti Egiziani a vari colori,2646. Collana di amuleti Egiziani a vari colori...,4331
BO0624_4466,2647,2040,ldem di vetro romano.,2040. Cassetto di tartaruga ed ebano. Epoca Luigi XVI....,3158
BO0624_4466,2040,2649,Piccola urna di vetro romano ( senza coverchio).,2649. Piccola urna di vetro romano ( senza coverchio)....,4337
BO0624_4466,2653,2604,Collana di amuleti egiziani di pasta vitrea.,2604. Idem...,4252
BO0624_4466,2604,2695,Numero undier vetri romani di diverse forme,2695. Numero undier vetri romani di diverse forme...,4349
BO0624_4466,2695,2000,Collana a amuleti egizi verniciati a vari colori,"2000. Bassorilievo di terra cotta, soggetto mitologico....",3076
BO0624_4466,2000,2657,Vetro romano a forma di bottiglia con manico.,2657. Vetro romano a forma di bottiglia con manico....,4353
BO0624_4466,2671,20,/2. Lotto di sel pierre inese.,"20. Due vasi con medaghon, majonca al Siciaa...",29
BO0624_4466,20,2673,Condolo con moneta romana montata in oro.,2673. Condolo con moneta romana montata in oro....,4386
BO0624_4466,2674,20,%o. Tre niccoll incisi.,"20. Due vasi con medaghon, majonca al Siciaa...",29
BO0624_4466,20,2676,Otto monetine greche con montatura in oro e argento.,2676. Otto monetine greche con montatura in oro e argento....,4392
BO0624_4466,2677,26,%o. Anello in oro con pietra incisa.,26. Due piattini con Amorini. A 011220...,38
BO0624_4466,26,2679,Bracciale ed orecchini di monete romane montate in oro.,2679. Bracciale ed orecchini di monete romane montate in oro....,4398
BO0624_4466,2680,2001,Due orecchini in oro.,2001. Un angelo in ricamo....,3078
BO0624_4466,2001,2682,Spillo con moneta romana.,2682  Spillo con moneta romana....,4404
BO0624_4466,2694,20,go. Lotto di sel pietre inese,"20. Due vasi con medaghon, majonca al Siciaa...",29
BO0624_4466,20,2696,Anello in oro con pietra incisa.,2696. Anello in oro con pietra incisa....,4434
BO0624_4466,2700,2,/01. Anello in argento con pietra incisa.,| 2. Piatto decorato con stemma in colori.                                                                                                        | Pesaro        |...,7
BO0624_4466,2,2702,Lotto di otto pietre incise.,2702. Lotto di otto pietre incise....,4446
BO0624_4466,2704,2,/05. Tre anelli di argento incisi (figure ed animali).,| 2. Piatto decorato con stemma in colori.                                                                                                        | Pesaro        |...,7
BO0624_4466,2,2706,Cammeo a due facce.,2706. Cammeo a due facce....,4454
BO0624_4466,2708,2717,Lotto di sei pietre incise.,2717. Lotto di sei pietre incise.  <!-- image --> <!-- image -->  ## Ponete Greche...,4459
BO0624_4466,2721,2,"Mercurio, Triente con fulmine al D ed al R)., Quadrante Mano aperta e clava R) Id. Quadrante Mano aperta e due fusi, Sestante Conchiglia e Oncia Astragolo. Br. C1 e z",| 2. Piatto decorato con stemma in colori.                                                                                                        | Pesaro        |...,7
BO0624_4466,2,2722,"LUCERA. Quadrante Ruota, Sestante Delfino e Astro. Br. C 1-2","2722. LUCERA. Quadrante Ruota, Sestante Delfino e Astro. Br. C 1-2...",4474
BO0624_4466,2728,6,PONTUM. Diobolo (4 es.) Lotto di 18 es. Ar. C' e 2,6. sopra tela - Frutta e uccelli - attribuito al de Caro....,936
BO0624_4466,6,2729,"Sybaris Didr arcaico - VeLIa Didr (9 es. di cui due foderati) METAPONTUM Drid arcaico (1 es.) Drid (5 es.) - THURIUM, METAPONTUM Diobolo (8 es.) Lotto di 24 es. Ar. C' e 2","2729. Sybaris Didr arcaico - VeLIa Didr (9 es. di cui due foderati) METAPONTUM Drid arcaico (1 es.) Drid (5 es.) - THURIUM, METAPONTUM Diobolo (8 es.) Lotto di 24 es. Ar. C' e 2...",4482
BO0624_4466,2730,9,e Diobolo-THuRIUM Didr a Toro cozzante a d. sotto pesce (2 es.) METAPONTUM Didr e Diobolo - POSEIDONIA Didr -— HERACLEA Didr e Diobolo. Lotto di 13 es. Ar. C',"| 9. Vaso di forma cilindrica con iscrizione ed ornati in colori sopra fondo bleu, alt. m. 0,25.                                                  | Caltagirone   |...",14
BO0624_4466,11,2732,- Tarentum Didr (23 es.) e Diobolo (2 es.). Lotto di 25 esemplari vari. Ar. CI e 2,2732. - Tarentum Didr (23 es.) e Diobolo (2 es.). Lotto di 25 esemplari vari. Ar. CI e 2...,4487
BO0624_4466,2734,3,Lotto di 96 esemplari vari; alcuni rari. Br. F. D. C e C' e 2,| 3. Lotto di tre mattoni.                                                                                                                        | Persia        |...,8
BO0624_4466,3,2735,"Agrigentum (Epoca 472-415 a. C.) Tetr e Didr (3 es.vari) GELA (Epoca 466 a. C.) Tetr I Biga lenta e colonna Didr e) Cavaliere (3 es.) - HIMERA (Dominazione Agrigentina) Dram-LeoNTINI Tetr e Didr — MESsANA (Anassilao) Tetr - PANoRMus (Dominazione Cartaginese) Statere Elettro (1), Tetr. T. di Ercole R) Busto di cavallo (F. D. C.) Dram T. di Persefone n Cavallo. SEGESTA Didr — SeLINUs Didi arcaico - STRACUSA ½ statere e 14 di statere. aureo. Tetradrammi del periodo arcaico e dell' epoca di transizione 4 es. vari e 5 Pegasi di diverso tipo — CAMERINA, GELA e SYRACUsA Litra (6 es. vari) e diverse monete di bronzo di MESSANA, PANORMUS, STRACUSA eCC. (18 es.). Lotto di 50 es. Oro, Ar. e Br. Cl e 2",2735. Agrigentum (Epoca 472-415 a. C.) Tetr e Didr (3 es.vari) GELA (Epoca 466 a. C.) Tetr I Biga lenta e colonna Didr e) Cavaliere (3 es.) - HIMERA (Dominazione Agrigentina) Dram-LeoNTINI Tetr e Didr...,4495
BO0624_4466,2738,5,Ar. F. D. C.,| 5. Piccolo boccale decorato a fogliami in colori                                                                                                | Persia        | | •6. Due vasi di forma sferica con ...,10
BO0624_4466,5,2739,Syracusa Tetradramma Arcaico (Head T. II. N.° T) R3 Ar. F. D. C.,2739. Syracusa Tetradramma Arcaico (Head T. II. N.° T) R3 Ar. F. D. C. ## Monete Romane  ## Repubblica...,4500
BO0624_4466,2755,2757,Herennia. Denaro. Ar. Cle 2                                                                                                                                |,| 2757. Herennia. Denaro. Ar. Cle 2                                                                                                                                |...,4522
BO0624_4466,2783,2786,— G. B. e M. B. Lotto di 10 es. vari.  | Br. F. D. C. e C' e 2                                           |,| 2786. — G. B. e M. B. Lotto di 10 es. vari.  | Br. F. D. C. e C' e 2                                           |...,4557
BO0624_4466,2792,2794,Claudio I. G. B. Cch. 38. (2 es.)      | Br. C'es                                                        |,| 2794. Claudio I. G. B. Cch. 38. (2 es.)      | Br. C'es                                                        |...,4565
BO0624_4466,2797,2800,| ole. C'1 e 2                                                    |,| 2800.                                        | ole. C'1 e 2                                                    |...,4571
BO0624_4466,2801,2806,| G. B. e M. B. Lotto di 10 es. diversi. Br. C1e2                 |,| 2806.                                        | G. B. e M. B. Lotto di 10 es. diversi. Br. C1e2                 |...,4577
BO0624_4466,2810,2813,| G. B. Coh. 312 - 385 (3 es.) Br. C1-2                           |,| 2813.                                        | G. B. Coh. 312 - 385 (3 es.) Br. C1-2                           | |                                              | Br. C1 e 2                          ...,4585
BO0624_4466,2813,2816,MEDAGLIONCINO (Cistoforo) COLONIALE. Busto di Adriano. a d.                   |             |,| 2816. MEDAGLIONCINO (Cistoforo) COLONIALE. Busto di Adriano. a d.                   |             | |-------------------------------------------------------------------------------------|-----------...,4588
BO0624_4466,2842,2814,Sugelli in piombo di diversi temi bizantini — + MIXAIA |                |,| 2814 Sugelli in piombo di diversi temi bizantini — + MIXAIA |                |...,4627
BO0624_4466,2814,1,ПОЄПAРXоN ecc. (8 es.)                                     | Piomb. C1•2    |,"| 1. Vaso a pancia, con due anse a testa di chimera, decorato con mascheroni e soggetti mitologici in azzurro sopra fondo bianco, alt. m. 0,40.   | Savona        | |-----------------------------------...",5
BO0624_4466,1,2846,| GROSsETTO e ½ GROSSETTO. Rossi 10- 11 (2 es.)                                                                                                          | R Ar. CI                                                               |,| 2846. | GROSsETTO e ½ GROSSETTO. Rossi 10- 11 (2 es.)                                                                                                          | R Ar. CI                             ...,4637
BO0624_4466,2847,2852,| TREMISSE.                                                                                                                                              | R Oro C'                                                               |,| 2852. | TREMISSE.                                                                                                                                              | R Oro C'                             ...,4643
BO0624_4466,2852,2854,"| 2853. Grimoaldo 11l (791-806). TREMISSE. Grimoaldo IV (806-817). DENARO. GRIMOALD. FILIVS. ERMENRIH. Un cardo tra due punte e due globetti. R) ARCHAN- | R Or. F. D. C. GELVS. MICHAEL. Nel mezzo, croce accantonata da quattro |",| 2854. | 2853. Grimoaldo 11l (791-806). TREMISSE. Grimoaldo IV (806-817). DENARO. GRIMOALD. FILIVS. ERMENRIH. Un cardo tra due punte e due globetti. R) ARCHAN- | R Or. F. D. C. GELVS. MICHAEL. Nel me...,4644
BO0624_4466,2856,2858,| 2857. BOLOGNA. Clemente VIl (1523-1534). CARLINo. Benedetto XIV (1740-58). DA 5 BOLOGNINI.                                                             | Ar. C'                                                                 |,| 2858. | 2857. BOLOGNA. Clemente VIl (1523-1534). CARLINo. Benedetto XIV (1740-58). DA 5 BOLOGNINI.                                                             | Ar. C'                               ...,4648
BO0624_4466,2859,2863,- DANARO.,2863. - DANARO....,4653
BO0624_4466,2869,2871,- Carlo Ludovico e Maria Luisa (1803-7). FRANCESCONE I MENO. Ar. Ct,2871. - Carlo Ludovico e Maria Luisa (1803-7). FRANCESCONE I MENO. Ar. Ct...,4671
BO0624_4466,2881,2,Rossi 2220. R° Ar. C.,| 2. Piatto decorato con stemma in colori.                                                                                                        | Pesaro        |...,7
BO0624_4466,2,2882,MESSINA. Costanza e Pietro (3 es.) - Federico 11 (5 es.) - Pietro Il (1 es.) - Ludovico 11 (4 es.) - Federico lll (2 es.) - Ferdinando di Castiglia (3 es). TARÌ. Lotto di 18 esemplari. Ar. C1 e 2,2882. MESSINA. Costanza e Pietro (3 es.) - Federico 11 (5 es.) - Pietro Il (1 es.) - Ludovico 11 (4 es.) - Federico lll (2 es.) - Ferdinando di Castiglia (3 es). TARÌ. Lotto di 18 esemplari. Ar. C1 e ...,4684
BO0624_4466,2882,4,2883.,"| 4. Vaso a due manichi decorato con fregi azzurro sopra fondo bianco, alt. m. 0,25.                                                              | Moustiers     |...",9
BO0624_4466,5,2884,MILANO. Prima Repubblica (1250 - 1310). AMBROSINO. Gnecchi N° 6. R: Ar. F. D. C.,2884. MILANO. Prima Repubblica (1250 - 1310). AMBROSINO. Gnecchi N° 6. R: Ar. F. D. C....,4687
BO0624_4466,2889,2990,Alfonso 11 - Ferdinando Il. ARMELLINO e CINQUINA. Lotto di 7 es. vari. Ar. Cte2,2990. Alfonso 11 - Ferdinando Il. ARMELLINO e CINQUINA. Lotto di 7 es. vari. Ar. Cte2...,4693
BO0624_4466,2990,2891,"Federico I1l d' Aragona (1496-1501). CARLINo. 1, Libro in fiamme. (2 es.) R: Ar. Ct","2891. Federico I1l d' Aragona (1496-1501). CARLINo. 1, Libro in fiamme. (2 es.) R: Ar. Ct...",4694
BO0624_4466,2891,2392,Ludovico XIl Re di Franeia ( 1501 - 1504). GIGLIATO,"2392. Una giorgiana. Pastore vestito, del Gori....",3842
BO0624_4466,2392,15,Hoffmann T. 47 N.° TT. R3 Ar. Ci,"15. Vaso alndrico, decorato con ngura e paesaggio birm. urue) Abruzzo...",23
BO0624_4466,15,17,R3 Ar. CI,"17. Paio vasi con coperchi e due anse a guisa di sfingi, decorati a fregi ed ornati in rilievo. Terraglia bianca fabbrica di Del Vecchio. Napoli...",25
BO0624_4466,17,2894,Carlo V Imp. (1519-54). ScUDo D'ORO. Rossi 2957. Oro F.D. CI,2894. Carlo V Imp. (1519-54). ScUDo D'ORO. Rossi 2957. Oro F.D. CI...,4699
BO0624_4466,2897,2900,| Carlo 1l (1665-1700). PIASTRA del 1648 (2 es.) Ar. F. D. C. e C1 ½ DUCATO (2 es.) - DUE CARLINI - CARLINO-DA G. 26 e 20.                                                                                                                                                                                                                                     |,| 2900.         | Carlo 1l (1665-1700). PIASTRA del 1648 (2 es.) Ar. F. D. C. e C1 ½ DUCATO (2 es.) - DUE CARLINI - CARLINO-DA G. 26 e 20.                                                              ...,4706
BO0624_4466,2900,2902,| Carlo Vl ed Elisabetta. CARLINo. Ar. C'                                                                                                                                                                                                                                                                                                                      |,| 2902.         | Carlo Vl ed Elisabetta. CARLINo. Ar. C'                                                                                                                                               ...,4707
BO0624_4466,2905,2907,"| Br. Cle2 - Lotto di 20 monete di bronzo di Ferdinando 1, Fran- cesco 1, Ferdinando ll e Francesco 11. Br. F. D. C. e C' 2908. PALERMO. Filippo V (1700 - 1708). ½ TARi. Rossi 3214.                                                                                                                                                                          |","| 2907.         | Br. Cle2 - Lotto di 20 monete di bronzo di Ferdinando 1, Fran- cesco 1, Ferdinando ll e Francesco 11. Br. F. D. C. e C' 2908. PALERMO. Filippo V (1700 - 1708). ½ TARi. Rossi 3214.   ...",4711
BO0624_4466,2907,2909,|                                                                                                                                                                                                                                                                                                                                                              |,| 2909.         |                                                                                                                                                                                       ...,4713
BO0624_4466,2910,201,L.         | Ar. CI 2912. PAVIA. Longobarde incerte. VII See. Busto a d.                                                                                                                                                                                                                                                                                                  |,| 201L.         | Ar. CI 2912. PAVIA. Longobarde incerte. VII See. Busto a d.                                                                                                                           ...,4715
BO0624_4466,201,2913,| (N. 2 es.) Oro CI - Ottone 1 e ll Imp. (962-67). DANARO. Ar. Cl                                                                                                                                                                                                                                                                                              |,| 2913.         | (N. 2 es.) Oro CI - Ottone 1 e ll Imp. (962-67). DANARO. Ar. Cl                                                                                                                       ...,4717
BO0624_4466,2914,7040,2941.,7040.  2941....,4719
BO0624_4466,7040,2942,2943.,2942.  2943....,4723
BO0624_4466,2942,2944,2945.,2944.  2945....,4727
BO0624_4466,2944,2,40.,| 2. Piatto decorato con stemma in colori.                                                                                                        | Pesaro        |...,7
BO0624_4466,2,2947,Anonime. Da 3 GAzzeTTE (2 es. vari).,2947. Anonime. Da 3 GAzzeTTE (2 es. vari).  Agostino Barbarigo (1486-1501). ZeCcHINO. R: Oro F.D.C.  Leonardo Loredan (1501-21).  Marino Grimani (1595-1606). ZEccHINO.  Ar. C:  Oro C  Antonio Priuli (...,4733
BO0624_4466,2955,3956,Carlo Gaspare Arcivescovo di Treviri e Principe del S. R. I. FIORINO.                  | Ar. C'         |,| 3956. Carlo Gaspare Arcivescovo di Treviri e Principe del S. R. I. FIORINO.                  | Ar. C'         |...,4776
BO0624_4466,3956,2957,Beda - Principe del S. R. 1. Abbate di Berna.                                          | TALLERO Ar. C' |,| 2957. Beda - Principe del S. R. 1. Abbate di Berna.                                          | TALLERO Ar. C' |...,4777
BO0624_4466,2962,2900,-                                | Carlo Il. CARLINo.                                       | Ar. C'   |,| 2900.         | Carlo 1l (1665-1700). PIASTRA del 1648 (2 es.) Ar. F. D. C. e C1 ½ DUCATO (2 es.) - DUE CARLINI - CARLINO-DA G. 26 e 20.                                                              ...,4706
BO0624_4466,2900,2964,| Carlo Ill. COLONNATO (2. es.)                            | Ar. C'   |,| 2964.                                  | Carlo Ill. COLONNATO (2. es.)                            | Ar. C'   |...,4786
